amount,tx_count_1min,tx_amount_1hour,is_new_device,is_overseas,is_night,currency,sender_country,receiver_country,is_cross_border,amount_risk_tier,amount_usd_equivalent,avg_amount_usd_24h,sender_account_age_days,receiver_account_age_days,sender_tx_count_24h,sender_total_amount_usd_24h,receiver_inbound_count_24h,sender_receiver_tx_count_24h,small_amount_burst_1m,small_amount_spread_24h,is_first_time_receiver,fraud
186187.36,1,893863.63,0,0,0,VND,VN,VN,0,LOW,7.45,8.59,1015,307,2,17.18,3,2,0,0,0,0
177584.45,1,1072911.9,0,0,0,VND,VN,VN,0,LOW,7.1,22.85,1113,762,0,22.85,3,0,0,0,0,0
630712.92,2,1904449.53,0,1,1,USD,US,VN,1,CRITICAL,630712.92,487341.11,494,106,3,1462023.32,2,0,0,0,0,0
165711.69,2,535135.11,0,0,0,VND,VN,VN,0,LOW,6.63,7.73,1394,348,3,23.19,1,0,0,0,0,0
408211.74,1,975744.93,0,0,0,VND,VN,VN,0,MEDIUM,16.33,12.33,1004,376,2,24.65,0,2,0,0,0,0
744081.78,1,2387090.28,0,0,0,VND,VN,VN,0,MEDIUM,29.76,17.13,810,285,2,34.25,0,0,0,0,0,0
60859.84,2,303346.35,0,0,1,VND,VN,VN,0,LOW,2.43,1.54,1314,365,3,4.63,2,0,0,0,0,1
260158.99,1,927280.67,0,0,0,VND,VN,VN,0,MEDIUM,10.41,4.92,463,136,4,19.68,1,3,0,0,0,0
131278.83,2,703501.38,0,0,0,VND,VN,VN,0,LOW,5.25,8.24,528,171,2,16.48,2,2,0,0,1,0
584675.24,1,978509.3,0,0,0,VND,VN,VN,0,MEDIUM,23.39,7.89,62,496,3,23.67,2,0,0,0,1,0
860528.53,3,4308471.55,1,0,0,VND,VN,VN,0,MEDIUM,34.42,25.68,1130,591,1,25.68,2,1,0,0,1,0
260151.19,0,332355.66,0,0,0,VND,VN,VN,0,MEDIUM,10.41,3.19,271,124,4,12.76,0,3,0,0,0,0
174996.61,1,773177.5,1,0,1,VND,VN,VN,0,LOW,7.0,5.25,348,471,4,20.99,1,3,0,0,0,0
432090.76,1,2200503.53,0,1,0,USD,US,VN,1,CRITICAL,432090.76,404159.72,107,278,1,404159.72,1,1,0,0,0,0
1279004.42,0,3185608.77,0,0,0,VND,VN,VN,0,MEDIUM,51.16,131.31,811,777,1,131.31,6,1,0,0,0,0
797468.58,2,4077038.0,0,0,0,VND,VN,VN,0,MEDIUM,31.9,47.81,330,349,2,95.63,3,2,0,0,0,0
67246.4,2,22637.35,0,0,0,VND,VN,VN,0,LOW,2.69,2.7,559,663,2,5.39,3,0,0,0,0,0
484855.22,1,1685369.13,1,0,0,VND,VN,VN,0,MEDIUM,19.39,13.96,1043,691,3,41.87,1,1,0,0,0,0
128784.87,1,656575.88,0,0,0,VND,VN,VN,0,LOW,5.15,7.19,779,724,2,14.38,3,2,0,0,0,0
202522.25,4,1194774.31,1,0,0,VND,VN,VN,0,MEDIUM,8.1,13.49,664,272,0,13.49,1,0,0,0,0,0
116266.84,0,100746.03,0,0,0,VND,VN,VN,0,LOW,4.65,3.47,126,668,2,6.94,4,1,0,0,0,0
66131.67,2,156547.57,0,0,0,VND,VN,VN,0,LOW,2.65,1.12,1420,715,4,4.49,2,1,0,0,0,0
286590.73,0,1712995.73,0,0,0,VND,VN,VN,0,MEDIUM,11.46,31.51,1349,407,1,31.51,0,1,0,0,0,0
1228813.17,1,3061380.49,0,0,0,VND,VN,VN,0,MEDIUM,49.15,58.35,529,402,2,116.7,2,0,0,0,0,0
148074.87,3,573818.47,0,0,0,VND,VN,VN,0,LOW,5.92,3.2,1282,58,3,9.6,3,1,0,0,0,0
2195791.03,5,12989959.44,0,1,0,VND,VN,US,1,HIGH,87.83,222.67,806,434,1,222.67,2,1,0,0,0,1
650970.8,1,3346114.93,0,0,0,VND,VN,VN,0,MEDIUM,26.04,16.39,746,128,2,32.79,1,0,0,0,0,0
2923921.4,3,5957087.38,0,1,0,USD,US,VN,1,CRITICAL,2923921.4,2716089.9,1122,193,0,2716089.9,2,0,0,0,0,0
4347240.53,5,4352330.32,0,1,1,USD,US,VN,1,CRITICAL,4347240.53,3846825.07,291,606,1,3846825.07,3,1,0,0,0,1
607073.61,0,3293838.96,0,0,0,VND,VN,VN,0,MEDIUM,24.28,16.99,1270,175,2,33.98,1,1,0,0,0,0
1147953.32,2,6388532.76,0,0,0,VND,VN,VN,0,MEDIUM,45.92,54.72,77,456,1,54.72,2,1,0,0,0,0
125454.72,1,259513.83,0,0,0,VND,VN,VN,0,LOW,5.02,1.85,995,523,3,5.54,2,0,0,0,0,0
518667.59,1,2039142.98,0,0,1,VND,VN,VN,0,MEDIUM,20.75,23.07,938,59,3,69.22,2,3,0,0,0,0
920962.39,0,827287.88,0,0,1,VND,VN,VN,0,MEDIUM,36.84,23.32,731,343,5,116.62,5,1,0,0,1,0
166208.47,3,675599.49,0,0,0,VND,VN,VN,0,LOW,6.65,21.16,780,626,1,21.16,2,0,0,0,1,0
21706.75,0,18806.67,0,0,1,VND,VN,VN,0,LOW,0.87,1.62,1484,726,1,1.62,1,1,0,0,0,0
114633.8,2,99224.52,0,0,0,VND,VN,VN,0,LOW,4.59,1.7,212,240,4,6.79,1,0,0,0,0,0
172201.93,1,322981.54,0,0,1,VND,VN,VN,0,LOW,6.89,2.72,325,36,5,13.62,2,1,0,0,0,0
1918178.69,5,5419754.57,0,1,0,USD,US,VN,1,CRITICAL,1918178.69,453688.52,411,9,5,2268442.62,2,1,0,0,0,0
193914.74,4,1251391.04,0,0,1,VND,VN,VN,0,LOW,7.76,3.08,22,236,2,6.16,3,1,0,0,1,0
297253.38,0,71245.4,1,0,1,VND,VN,VN,0,MEDIUM,11.89,20.99,640,200,0,20.99,3,0,0,0,1,1
188480.56,2,417190.96,0,0,0,VND,VN,VN,0,LOW,7.54,6.26,775,735,4,25.03,1,1,0,0,1,0
1416072.22,6,1255519.99,1,1,0,USD,US,VN,1,CRITICAL,1416072.22,797101.99,1138,702,5,3985509.93,1,2,0,0,0,1
923924.15,3,3041956.7,0,1,0,USD,US,VN,1,CRITICAL,923924.15,678269.19,1032,212,4,2713076.78,2,1,0,0,0,0
184557.63,0,1159217.96,0,0,0,VND,VN,VN,0,LOW,7.38,15.54,73,602,1,15.54,1,0,0,0,0,0
549047.72,1,3086997.42,0,0,0,VND,VN,VN,0,MEDIUM,21.96,29.83,1160,43,0,29.83,1,0,0,0,0,0
835041.2,1,3429969.79,0,0,0,VND,VN,VN,0,MEDIUM,33.4,30.51,830,162,3,91.54,1,2,0,0,1,0
125285.06,0,11561.26,0,0,0,VND,VN,VN,0,LOW,5.01,9.22,196,317,1,9.22,1,1,0,0,0,0
1441341.9,7,1925240.79,0,1,0,VND,VN,US,1,MEDIUM,57.65,65.51,621,697,3,196.52,2,3,0,0,0,0
101503.93,2,24395.58,1,0,0,VND,VN,VN,0,LOW,4.06,1.73,1477,85,3,5.2,2,3,0,0,0,0
79654.7,1,511167.37,0,0,1,VND,VN,VN,0,LOW,3.19,4.77,1435,722,2,9.55,1,2,0,0,1,0
645258.6,1,2082273.17,0,0,0,VND,VN,VN,0,MEDIUM,25.81,9.48,677,123,4,37.92,0,2,0,0,0,0
1336485.88,2,5542640.97,0,0,0,VND,VN,VN,0,MEDIUM,53.46,51.32,370,145,3,153.95,0,2,0,0,1,0
231822.26,0,1370219.7,0,0,0,VND,VN,VN,0,MEDIUM,9.27,9.17,510,775,3,27.5,3,0,0,0,0,0
1172880.19,1,1582496.93,0,0,0,VND,VN,VN,0,MEDIUM,46.92,162.81,952,502,1,162.81,0,1,0,0,0,1
182380.38,2,558893.86,1,0,0,VND,VN,VN,0,LOW,7.3,2.13,1107,610,6,12.81,0,1,0,0,1,0
248733.42,2,921743.21,0,0,0,VND,VN,VN,0,MEDIUM,9.95,2.38,184,649,3,7.14,1,3,0,0,0,0
1035921.21,3,5617025.69,0,0,0,VND,VN,VN,0,MEDIUM,41.44,38.99,485,354,0,38.99,3,0,0,0,0,0
149567.34,2,748501.64,0,0,0,VND,VN,VN,0,LOW,5.98,3.69,1244,470,5,18.44,1,1,0,0,0,0
589782.64,3,3514537.11,0,0,1,VND,VN,VN,0,MEDIUM,23.59,23.43,655,374,2,46.87,1,2,0,0,0,0
228385.86,0,731616.44,0,0,0,VND,VN,VN,0,MEDIUM,9.14,22.23,155,277,1,22.23,1,0,0,0,0,0
172727.57,1,324155.71,0,0,0,VND,VN,VN,0,LOW,6.91,3.9,1055,641,3,11.7,0,3,0,0,1,0
202480.05,0,338687.31,0,0,1,VND,VN,VN,0,MEDIUM,8.1,3.79,1311,664,4,15.16,3,1,0,0,1,0
58324.38,1,145596.71,0,0,1,VND,VN,VN,0,LOW,2.33,2.01,194,473,3,6.03,1,3,0,0,1,0
763613.66,1,1939459.89,0,0,0,VND,VN,VN,0,MEDIUM,30.54,22.5,412,604,3,67.5,3,0,0,0,0,0
351415.71,1,1120612.45,0,0,0,VND,VN,VN,0,MEDIUM,14.06,12.34,1034,43,2,24.69,0,2,0,0,0,0
265401.88,3,1336010.03,0,0,0,VND,VN,VN,0,MEDIUM,10.62,6.69,668,208,5,33.47,1,0,0,0,0,0
176361.76,6,254348.95,1,0,0,VND,VN,VN,0,LOW,7.05,2.52,631,257,5,12.61,1,1,1,0,0,0
374681.66,1,2148834.66,0,0,0,VND,VN,VN,0,MEDIUM,14.99,25.56,258,12,0,25.56,0,0,0,0,0,0
575266.21,1,935624.42,0,0,0,VND,VN,VN,0,MEDIUM,23.01,25.32,1156,676,2,50.65,2,0,0,0,1,0
965505.19,4,5732865.38,1,1,0,VND,VN,US,1,MEDIUM,38.62,103.98,519,373,1,103.98,2,0,0,0,0,1
610902.31,2,1503055.35,0,0,0,VND,VN,VN,0,MEDIUM,24.44,31.13,147,166,2,62.27,0,1,0,0,1,0
1013085.89,5,1961634.04,1,1,1,VND,VN,US,1,MEDIUM,40.52,16.24,498,377,7,113.7,2,0,0,0,0,1
276499.68,0,1403790.07,0,0,0,VND,VN,VN,0,MEDIUM,11.06,4.89,289,740,3,14.68,1,0,0,0,0,0
587876.43,1,1105043.86,0,0,1,VND,VN,VN,0,MEDIUM,23.52,12.46,712,770,3,37.38,1,1,0,0,0,0
202615.14,2,919421.83,0,0,0,VND,VN,VN,0,MEDIUM,8.1,6.14,1428,550,3,18.41,4,0,0,0,0,0
116000.63,1,529139.81,0,0,1,VND,VN,VN,0,LOW,4.64,3.57,443,536,3,10.7,4,2,0,0,0,0
284982.49,3,1440840.46,1,0,0,VND,VN,VN,0,MEDIUM,11.4,6.08,750,237,6,36.48,1,1,0,0,0,0
304509.96,1,1883820.5,0,0,0,VND,VN,VN,0,MEDIUM,12.18,39.87,208,289,1,39.87,2,1,0,0,0,0
251012.57,3,836513.03,0,0,0,VND,VN,VN,0,MEDIUM,10.04,21.08,1058,287,1,21.08,0,1,0,0,0,0
723909.09,1,3089202.18,1,0,0,VND,VN,VN,0,MEDIUM,28.96,16.54,684,144,2,33.09,0,1,0,0,0,0
431649.56,0,1548109.16,0,0,0,VND,VN,VN,0,MEDIUM,17.27,14.79,847,619,3,44.37,1,1,0,0,0,0
272039.41,2,636098.77,0,0,0,VND,VN,VN,0,MEDIUM,10.88,5.7,45,712,2,11.4,3,2,0,0,0,0
295335.7,2,1411540.81,0,0,0,VND,VN,VN,0,MEDIUM,11.81,8.07,1158,220,2,16.14,0,2,0,0,0,0
315045.43,0,978258.7,0,0,1,VND,VN,VN,0,MEDIUM,12.6,20.56,19,318,2,41.12,2,1,0,0,0,0
440004.18,0,884089.87,0,0,0,VND,VN,VN,0,MEDIUM,17.6,17.25,814,258,2,34.5,2,1,0,0,0,0
308476.45,1,1788991.53,1,0,0,VND,VN,VN,0,MEDIUM,12.34,5.39,1044,36,8,43.11,0,1,0,0,0,0
264118.5,1,755011.57,0,0,1,VND,VN,VN,0,MEDIUM,10.56,17.33,597,722,2,34.66,1,1,0,0,0,0
109026.59,3,714337.9,1,0,0,VND,VN,VN,0,LOW,4.36,0.82,911,390,8,6.52,4,2,0,0,0,0
174146.66,2,531271.77,0,0,0,VND,VN,VN,0,LOW,6.97,18.93,1422,434,1,18.93,1,1,0,0,0,0
987106.93,2,3206393.78,0,1,0,USD,US,VN,1,CRITICAL,987106.93,283823.62,531,733,7,1986765.37,6,2,0,0,0,0
341465.95,0,1923426.15,0,0,0,VND,VN,VN,0,MEDIUM,13.66,19.59,148,265,2,39.18,2,1,0,0,0,0
97343.53,3,538711.82,0,0,0,VND,VN,VN,0,LOW,3.89,1.49,697,754,2,2.99,4,1,0,0,0,0
194572.88,2,305505.78,0,0,0,VND,VN,VN,0,LOW,7.78,7.76,892,577,2,15.52,0,1,0,0,0,0
147662.6,1,324053.94,0,0,1,VND,VN,VN,0,LOW,5.91,3.62,828,100,3,10.85,1,1,0,0,0,1
825277.8,3,2508816.91,1,0,0,VND,VN,VN,0,MEDIUM,33.01,114.19,929,225,0,114.19,1,0,0,0,0,0
358022.06,0,1508394.43,0,0,0,VND,VN,VN,0,MEDIUM,14.32,8.9,318,769,3,26.71,0,2,0,0,0,0
409528.14,1,1427497.94,0,0,0,VND,VN,VN,0,MEDIUM,16.38,13.35,1033,486,2,26.71,1,2,0,0,0,0
1262301.35,4,4617022.82,0,1,1,VND,VN,US,1,MEDIUM,50.49,165.89,1265,695,1,165.89,3,1,0,0,0,1
185397.01,1,663363.96,0,0,0,VND,VN,VN,0,LOW,7.42,3.14,545,158,3,9.42,1,2,0,0,1,0
212334.91,3,193928.77,0,0,0,VND,VN,VN,0,MEDIUM,8.49,21.05,912,14,1,21.05,1,1,0,0,0,0
429141.8,1,1786061.22,0,0,0,VND,VN,VN,0,MEDIUM,17.17,43.13,1138,21,1,43.13,3,1,0,0,0,0
244000.87,2,714216.33,1,0,0,VND,VN,VN,0,MEDIUM,9.76,2.2,800,161,6,13.2,0,1,0,0,0,0
1372830.48,1,8172128.26,0,1,0,USD,US,VN,1,CRITICAL,1372830.48,380542.58,1454,777,2,761085.17,1,2,0,0,0,0
330126.07,0,1414683.32,1,0,0,VND,VN,VN,0,MEDIUM,13.21,6.18,668,624,4,24.72,0,2,0,0,1,1
370148.38,0,851581.59,0,0,0,VND,VN,VN,0,MEDIUM,14.81,14.65,440,754,2,29.31,0,2,0,0,0,0
1211624.94,5,7021276.15,1,1,0,VND,VN,US,1,MEDIUM,48.46,144.42,84,632,1,144.42,4,1,0,0,1,1
199862.22,0,322375.58,1,0,0,VND,VN,VN,0,LOW,7.99,3.49,393,41,8,27.96,1,3,0,0,0,0
234875.23,5,799003.99,0,0,0,VND,VN,VN,0,MEDIUM,9.4,23.47,1292,301,1,23.47,0,1,1,0,1,1
586328.25,5,2811907.31,1,0,0,VND,VN,VN,0,MEDIUM,23.45,12.72,942,606,4,50.87,0,2,0,0,0,0
1166794.17,0,4696409.2,0,0,1,VND,VN,VN,0,MEDIUM,46.67,36.95,553,121,3,110.85,0,1,0,0,0,0
590363.77,2,3275570.54,0,0,0,VND,VN,VN,0,MEDIUM,23.61,10.05,1427,760,2,20.09,1,2,0,0,0,0
36618.26,2,0.0,0,0,0,VND,VN,VN,0,LOW,1.46,0.66,1095,74,5,3.28,2,4,0,0,0,0
167963.44,1,943778.22,0,0,0,VND,VN,VN,0,LOW,6.72,19.65,524,94,1,19.65,3,0,0,0,0,0
1654459.13,8,4572679.89,0,1,0,USD,US,VN,1,CRITICAL,1654459.13,2857320.5,1161,313,2,5714641.0,2,2,0,0,0,0
130136.22,1,548037.45,0,0,0,VND,VN,VN,0,LOW,5.21,1.42,1461,601,4,5.68,2,2,0,0,0,0
125641.07,5,397787.04,0,0,0,VND,VN,VN,0,LOW,5.03,4.23,336,272,4,16.92,2,2,1,0,0,0
759417.35,9,756071.61,1,1,1,USD,US,VN,1,CRITICAL,759417.35,112649.13,1054,579,8,901193.03,6,0,0,0,0,1
384228.24,3,1571219.05,0,0,0,VND,VN,VN,0,MEDIUM,15.37,7.67,948,675,3,23.02,1,1,0,0,0,0
471253.97,0,1873446.68,0,0,0,VND,VN,VN,0,MEDIUM,18.85,25.57,1375,288,2,51.14,1,2,0,0,0,0
225142.76,2,458470.74,0,0,0,VND,VN,VN,0,MEDIUM,9.01,5.34,178,721,2,10.68,4,1,0,0,0,0
212544.42,0,1099420.05,0,0,0,VND,VN,VN,0,MEDIUM,8.5,9.61,1351,598,2,19.22,1,1,0,0,1,0
157509.12,3,620439.07,1,0,0,VND,VN,VN,0,LOW,6.3,19.67,347,498,1,19.67,1,1,0,0,0,0
433792.96,1,589961.99,0,0,1,VND,VN,VN,0,MEDIUM,17.35,5.96,775,119,2,11.92,1,1,0,0,0,0
412469.42,3,1804277.44,0,0,1,VND,VN,VN,0,MEDIUM,16.5,4.2,892,189,4,16.82,1,3,0,0,0,0
585536.7,2,3173900.63,1,0,1,VND,VN,VN,0,MEDIUM,23.42,5.24,339,337,6,31.43,1,1,0,0,0,1
326868.89,4,1819093.47,0,0,0,VND,VN,VN,0,MEDIUM,13.07,16.82,1100,665,2,33.64,2,1,0,0,0,0
110923.54,1,184380.72,0,0,0,VND,VN,VN,0,LOW,4.44,10.64,558,499,1,10.64,1,0,0,0,0,0
228281.16,1,1185267.97,0,0,0,VND,VN,VN,0,MEDIUM,9.13,4.84,325,356,4,19.36,1,1,0,0,1,0
563932.41,0,1243576.72,0,0,0,VND,VN,VN,0,MEDIUM,22.56,36.08,856,212,2,72.15,2,2,0,0,0,0
80691.64,1,330043.02,1,0,0,VND,VN,VN,0,LOW,3.23,2.43,298,438,4,9.74,3,3,0,0,0,0
278278.81,1,1013259.66,0,0,0,VND,VN,VN,0,MEDIUM,11.13,2.58,1209,608,5,12.9,1,0,0,0,0,0
367273.77,1,1916414.65,0,0,0,VND,VN,VN,0,MEDIUM,14.69,2.68,1294,724,4,10.7,4,0,0,0,0,0
1332764.04,0,3580168.56,0,0,1,VND,VN,VN,0,MEDIUM,53.31,32.55,48,225,3,97.65,4,1,0,0,0,0
188936.09,2,1097413.61,0,0,1,VND,VN,VN,0,LOW,7.56,3.46,1035,753,2,6.93,0,2,0,0,0,0
873471.15,5,3284957.26,0,1,1,USD,US,VN,1,CRITICAL,873471.15,2227556.77,680,445,1,2227556.77,2,0,0,0,0,0
1051471.67,1,3860771.03,0,0,0,VND,VN,VN,0,MEDIUM,42.06,42.15,610,273,2,84.3,1,1,0,0,0,0
190757.45,2,614696.54,0,0,1,VND,VN,VN,0,LOW,7.63,5.53,76,490,4,22.13,1,1,0,0,1,0
663994.6,1,1977518.64,0,0,0,VND,VN,VN,0,MEDIUM,26.56,26.53,944,726,3,79.58,3,3,0,0,0,0
398114.72,0,2159066.84,0,0,0,VND,VN,VN,0,MEDIUM,15.92,52.36,1442,590,1,52.36,1,1,0,0,1,0
952613.04,3,1787612.96,0,1,0,VND,VN,US,1,MEDIUM,38.1,39.23,1403,706,2,78.45,1,1,0,0,0,0
416113.29,6,1670798.09,0,0,0,VND,VN,VN,0,MEDIUM,16.64,5.19,389,413,3,15.58,1,3,0,0,1,0
265498.93,5,962173.36,1,0,0,VND,VN,VN,0,MEDIUM,10.62,6.37,1434,770,3,19.11,1,0,1,0,1,0
1612603.66,1,5411332.54,0,0,1,VND,VN,VN,0,MEDIUM,64.5,103.43,143,790,1,103.43,1,1,0,0,0,1
62996.38,4,27863.84,1,0,0,VND,VN,VN,0,LOW,2.52,4.16,258,507,2,8.32,4,2,0,0,1,1
239941.42,0,574577.01,0,0,1,VND,VN,VN,0,MEDIUM,9.6,4.86,116,175,5,24.3,3,2,0,0,0,0
245274.39,1,785306.89,0,0,0,VND,VN,VN,0,MEDIUM,9.81,8.23,513,213,4,32.93,0,0,0,0,0,0
268204.62,2,1672840.68,0,0,0,VND,VN,VN,0,MEDIUM,10.73,7.41,661,216,2,14.81,1,2,0,0,0,0
666848.71,2,2544125.04,0,0,1,VND,VN,VN,0,MEDIUM,26.67,15.5,722,740,4,61.99,1,4,0,0,1,0
212080.75,1,1043597.39,0,0,0,VND,VN,VN,0,MEDIUM,8.48,3.6,587,698,4,14.39,3,1,0,0,0,0
428921.89,2,1175658.83,1,0,1,VND,VN,VN,0,MEDIUM,17.16,16.37,1306,324,3,49.12,2,3,0,0,1,0
352779.99,2,1821949.0,1,0,0,VND,VN,VN,0,MEDIUM,14.11,7.09,1253,27,2,14.17,3,2,0,0,0,0
556185.6,0,3087839.7,0,0,0,VND,VN,VN,0,MEDIUM,22.25,15.39,331,589,4,61.55,0,0,0,0,0,0
267563.74,0,613449.23,0,0,0,VND,VN,VN,0,MEDIUM,10.7,17.97,532,467,0,17.97,1,0,0,0,0,0
377624.47,3,497785.36,0,0,0,VND,VN,VN,0,MEDIUM,15.1,7.87,676,566,4,31.49,0,1,0,0,0,1
1127099.97,3,2156547.22,0,1,0,USD,US,VN,1,CRITICAL,1127099.97,439892.77,566,246,4,1759571.08,1,4,0,0,0,0
141557.3,0,823888.85,0,0,0,VND,VN,VN,0,LOW,5.66,16.89,101,481,1,16.89,3,1,0,0,0,0
983897.87,1,2054272.01,0,0,0,VND,VN,VN,0,MEDIUM,39.36,12.77,1381,303,2,25.53,2,1,0,0,1,0
167436.94,2,440470.12,0,0,0,VND,VN,VN,0,LOW,6.7,6.54,498,395,3,19.62,2,3,0,0,1,0
207136.69,0,1124025.17,0,0,1,VND,VN,VN,0,MEDIUM,8.29,2.98,46,600,4,11.92,0,2,0,0,0,0
600366.59,4,1047911.42,0,1,1,USD,US,VN,1,CRITICAL,600366.59,763761.88,1153,559,2,1527523.77,4,2,0,0,0,0
400919.56,0,1062168.72,0,0,0,VND,VN,VN,0,MEDIUM,16.04,18.78,713,422,2,37.56,2,2,0,0,0,0
207187.51,3,874906.59,0,0,0,VND,VN,VN,0,MEDIUM,8.29,7.12,1323,732,4,28.49,0,3,0,0,0,0
923966.97,1,1457420.46,0,0,0,VND,VN,VN,0,MEDIUM,36.96,30.13,30,750,2,60.26,0,0,0,0,1,0
442618.27,3,476979.54,0,0,0,VND,VN,VN,0,MEDIUM,17.7,4.58,344,90,3,13.74,1,1,0,0,0,0
240955.05,3,946850.71,1,0,0,VND,VN,VN,0,MEDIUM,9.64,1.7,358,420,4,6.8,1,1,0,0,1,0
149894.52,1,387305.83,0,0,1,VND,VN,VN,0,LOW,6.0,5.22,668,131,3,15.65,0,2,0,0,0,1
272929.81,1,561411.16,0,0,0,VND,VN,VN,0,MEDIUM,10.92,13.25,446,665,2,26.5,1,2,0,0,0,0
438021.32,4,1895983.88,0,0,0,VND,VN,VN,0,MEDIUM,17.52,23.42,768,492,1,23.42,1,0,0,0,0,0
286526.55,5,1196659.29,0,0,0,VND,VN,VN,0,MEDIUM,11.46,17.04,1081,595,1,17.04,2,1,1,0,1,1
1280614.58,6,7225166.6,0,1,1,VND,VN,US,1,MEDIUM,51.22,39.13,30,526,4,156.54,2,2,0,0,0,0
137950.15,0,297076.61,0,0,0,VND,VN,VN,0,LOW,5.52,8.77,897,527,2,17.54,2,0,0,0,0,0
1594961.83,2,1397839.43,0,0,0,VND,VN,VN,0,MEDIUM,63.8,211.34,954,598,1,211.34,0,1,0,0,0,1
255037.68,1,574694.64,1,0,0,VND,VN,VN,0,MEDIUM,10.2,5.65,341,295,3,16.94,0,0,0,0,0,0
105779.49,2,548150.82,0,0,0,VND,VN,VN,0,LOW,4.23,14.47,359,185,0,14.47,2,0,0,0,0,0
132417.48,2,122618.24,0,0,0,VND,VN,VN,0,LOW,5.3,12.3,512,566,0,12.3,1,0,0,0,0,0
229102.09,0,1040143.12,0,0,0,VND,VN,VN,0,MEDIUM,9.16,6.15,864,133,2,12.3,1,2,0,0,0,0
1275159.58,0,5789001.18,0,0,0,VND,VN,VN,0,MEDIUM,51.01,12.83,925,711,4,51.34,3,1,0,0,0,1
260979.75,1,1505874.21,0,0,0,VND,VN,VN,0,MEDIUM,10.44,3.47,1069,108,6,20.83,2,1,0,0,0,0
223887.44,0,711710.3,0,0,1,VND,VN,VN,0,MEDIUM,8.96,12.26,447,184,2,24.51,1,1,0,0,0,0
558784.52,1,1675669.11,0,0,0,VND,VN,VN,0,MEDIUM,22.35,6.32,805,566,4,25.28,1,4,0,0,1,0
590227.66,0,1065151.98,0,0,1,VND,VN,VN,0,MEDIUM,23.61,7.96,974,603,4,31.83,0,3,0,0,0,0
486171.03,2,2540152.75,0,0,0,VND,VN,VN,0,MEDIUM,19.45,19.37,239,723,2,38.73,2,2,0,0,0,0
344519.84,3,793999.45,1,0,1,VND,VN,VN,0,MEDIUM,13.78,9.33,1436,178,5,46.63,2,2,0,0,0,0
129540.36,3,190728.21,0,0,0,VND,VN,VN,0,LOW,5.18,0.89,64,184,6,5.34,0,1,0,0,0,0
168845.17,0,402781.1,0,0,0,VND,VN,VN,0,LOW,6.75,19.7,677,651,0,19.7,0,0,0,0,1,0
89931.55,2,337440.18,0,0,0,VND,VN,VN,0,LOW,3.6,3.86,542,685,3,11.58,0,2,0,0,1,0
250703.91,0,1433257.78,0,0,0,VND,VN,VN,0,MEDIUM,10.03,15.07,976,348,2,30.14,2,0,0,0,0,0
215670.06,0,264917.05,0,0,1,VND,VN,VN,0,MEDIUM,8.63,8.58,317,790,0,8.58,2,0,0,0,0,0
199519.02,2,132873.92,0,0,0,VND,VN,VN,0,LOW,7.98,1.59,805,533,5,7.95,3,1,0,0,0,0
365655.62,1,1879500.49,0,0,0,VND,VN,VN,0,MEDIUM,14.63,6.91,309,54,2,13.81,0,0,0,0,0,0
181154.84,1,775437.61,0,0,0,VND,VN,VN,0,LOW,7.25,12.68,725,167,2,25.36,0,0,0,0,0,0
935598.42,1,3230306.18,0,1,0,USD,US,VN,1,CRITICAL,935598.42,467736.07,1295,340,7,3274152.48,2,1,0,0,0,1
205921.6,2,544890.36,0,0,0,VND,VN,VN,0,MEDIUM,8.24,6.53,144,489,4,26.13,2,3,0,0,0,0
289558.5,0,577747.72,0,0,1,VND,VN,VN,0,MEDIUM,11.58,11.53,891,287,0,11.53,0,0,0,0,0,0
389834.66,3,262406.24,0,0,0,VND,VN,VN,0,MEDIUM,15.59,5.32,242,553,4,21.29,0,0,0,0,1,0
108185.23,1,427081.32,0,0,1,VND,VN,VN,0,LOW,4.33,1.09,665,447,2,2.17,1,0,0,0,0,0
416612.41,0,1922707.84,0,0,0,VND,VN,VN,0,MEDIUM,16.66,11.6,1443,551,4,46.39,2,1,0,0,0,1
361562.21,2,292469.83,0,0,0,VND,VN,VN,0,MEDIUM,14.46,48.46,911,620,1,48.46,2,0,0,0,1,0
1167087.7,6,4936844.79,0,1,0,USD,US,VN,1,CRITICAL,1167087.7,255484.15,1409,550,4,1021936.61,2,1,0,0,0,1
327722.83,2,439743.15,1,0,1,VND,VN,VN,0,MEDIUM,13.11,6.77,568,165,4,27.1,0,1,0,0,0,1
388937.12,0,921743.61,0,0,0,VND,VN,VN,0,MEDIUM,15.56,28.17,118,749,1,28.17,2,1,0,0,0,0
217129.76,5,1168871.67,1,0,0,VND,VN,VN,0,MEDIUM,8.69,7.83,603,618,3,23.5,0,3,1,0,0,0
413546.85,1,2034740.7,0,0,0,VND,VN,VN,0,MEDIUM,16.54,25.95,1020,226,2,51.9,2,0,0,0,1,0
699712.78,0,1250768.83,0,0,0,VND,VN,VN,0,MEDIUM,27.99,12.73,260,55,6,76.4,1,1,0,0,1,0
540226.3,6,1753123.72,0,1,0,VND,VN,US,1,MEDIUM,21.61,22.97,1044,695,3,68.92,2,2,0,0,0,0
210171.47,4,1062218.56,1,0,0,VND,VN,VN,0,MEDIUM,8.41,13.74,933,790,1,13.74,1,0,0,0,1,0
